Year;Quarter;Month;DayofMonth;DayOfWeek;FlightDate;AirlineID;TailNum;FlightNum;OriginAirportID;OriginAirportSeqID;OriginCityMarketID;OriginCityName;OriginStateName;DestAirportID;DestAirportSeqID;DestCityMarketID
2017;4;12;2;6;2017-12-02;20304;N766SK;4622;13487;1348702;31650;Minneapolis, MN;Minnesota;13930;1393004;30977
2017;4;12;2;6;2017-12-02;20304;N770SK;4624;11638;1163805;31638;Fresno, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N445SW;4625;10397;1039705;30397;Atlanta, GA;Georgia;12323;1232303;32323
2017;4;12;2;6;2017-12-02;20304;N920EV;4626;11823;1182304;31823;Fort Wayne, IN;Indiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N449SW;4627;13487;1348702;31650;Minneapolis, MN;Minnesota;13871;1387102;33316
2017;4;12;2;6;2017-12-02;20304;N802SK;4628;12954;1295404;32575;Long Beach, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N641CA;4629;15016;1501604;31123;St. Louis, MO;Missouri;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N809CA;4630;11109;1110902;30189;Colorado Springs, CO;Colorado;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N886AS;4631;13487;1348702;31650;Minneapolis, MN;Minnesota;14457;1445702;34457
2017;4;12;2;6;2017-12-02;20304;N886AS;4631;14457;1445702;34457;Rapid City, SD;South Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N810SK;4632;10693;1069302;30693;Nashville, TN;Tennessee;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N259SY;4633;10713;1071302;30713;Boise, ID;Idaho;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N765SK;4635;14869;1486903;34614;Salt Lake City, UT;Utah;15041;1504102;35041
2017;4;12;2;6;2017-12-02;20304;N935SW;4637;12323;1232303;32323;Wilmington, NC;North Carolina;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N606SK;4638;11433;1143302;31295;Detroit, MI;Michigan;12884;1288403;32884
2017;4;12;2;6;2017-12-02;20304;N240SY;4639;11292;1129202;30325;Denver, CO;Colorado;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N240SY;4639;14747;1474703;30559;Seattle, WA;Washington;11292;1129202;30325
2017;4;12;2;6;2017-12-02;20304;N641CA;4641;14869;1486903;34614;Salt Lake City, UT;Utah;11638;1163805;31638
2017;4;12;2;6;2017-12-02;20304;N899SK;4644;12954;1295404;32575;Long Beach, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N899SK;4644;14869;1486903;34614;Salt Lake City, UT;Utah;12954;1295404;32575
2017;4;12;2;6;2017-12-02;20304;N633SK;4646;11433;1143302;31295;Detroit, MI;Michigan;13232;1323202;30977
2017;4;12;2;6;2017-12-02;20304;N675BR;4647;12003;1200303;31895;Great Falls, MT;Montana;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N675BR;4647;14869;1486903;34614;Salt Lake City, UT;Utah;12003;1200303;31895
2017;4;12;2;6;2017-12-02;20304;N431SW;4648;14696;1469606;34696;South Bend, IN;Indiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N633SK;4651;13487;1348702;31650;Minneapolis, MN;Minnesota;13851;1385103;33851
2017;4;12;2;6;2017-12-02;20304;N914EV;4652;13029;1302902;33029;Lincoln, NE;Nebraska;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N914EV;4652;13487;1348702;31650;Minneapolis, MN;Minnesota;13029;1302902;33029
2017;4;12;2;6;2017-12-02;20304;N252SY;4658;14893;1489302;33192;Sacramento, CA;California;12892;1289206;32575
2017;4;12;2;6;2017-12-02;20304;N452SW;4659;14696;1469606;34696;South Bend, IN;Indiana;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N604SK;4660;15041;1504102;35041;Sun Valley/Hailey/Ketchum, ID;Idaho;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N250SY;4661;12889;1288903;32211;Las Vegas, NV;Nevada;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N604SK;4662;14869;1486903;34614;Salt Lake City, UT;Utah;15370;1537002;34653
2017;4;12;2;6;2017-12-02;20304;N604SK;4662;15370;1537002;34653;Tulsa, OK;Oklahoma;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N252SY;4664;14771;1477102;32457;San Francisco, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N244SY;4664;14869;1486903;34614;Salt Lake City, UT;Utah;14771;1477102;32457
2017;4;12;2;6;2017-12-02;20304;N251SY;4666;12339;1233904;32337;Indianapolis, IN;Indiana;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N441SW;4668;11003;1100303;31003;Cedar Rapids/Iowa City, IA;Iowa;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N868AS;4671;11433;1143302;31295;Detroit, MI;Michigan;11823;1182304;31823
2017;4;12;2;6;2017-12-02;20304;N170PQ;4672;10800;1080003;32575;Burbank, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N807SK;4673;14869;1486903;34614;Salt Lake City, UT;Utah;10800;1080003;32575
2017;4;12;2;6;2017-12-02;20304;N685BR;4675;13277;1327702;33277;Montgomery, AL;Alabama;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N800SK;4680;12280;1228002;32280;Idaho Falls, ID;Idaho;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N463SW;4681;11433;1143302;31295;Detroit, MI;Michigan;10469;1046902;30469
2017;4;12;2;6;2017-12-02;20304;N910EV;4683;11337;1133703;31337;Duluth, MN;Minnesota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N814SK;4688;12278;1227803;30928;Wichita, KS;Kansas;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N258SY;4689;14107;1410702;30466;Phoenix, AZ;Arizona;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N258SY;4689;14869;1486903;34614;Salt Lake City, UT;Utah;14107;1410702;30466
2017;4;12;2;6;2017-12-02;20304;N454SW;4690;11898;1189802;31898;Grand Forks, ND;North Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N614SK;4692;11337;1133703;31337;Duluth, MN;Minnesota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N915EV;4694;11612;1161204;31612;Evansville, IN;Indiana;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N689CA;4695;10713;1071302;30713;Boise, ID;Idaho;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N915EV;4697;11433;1143302;31295;Detroit, MI;Michigan;12884;1288403;32884
2017;4;12;2;6;2017-12-02;20304;N915EV;4697;12884;1288403;32884;Lansing, MI;Michigan;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N162PQ;4701;11433;1143302;31295;Detroit, MI;Michigan;11298;1129804;30194
2017;4;12;2;6;2017-12-02;20304;N455SW;4702;10397;1039705;30397;Atlanta, GA;Georgia;13422;1342202;30562
2017;4;12;2;6;2017-12-02;20304;N633SK;4704;13232;1323202;30977;Chicago, IL;Illinois;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N631SK;4706;14489;1448902;34489;Bend/Redmond, OR;Oregon;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N764SK;4708;14747;1474703;30559;Seattle, WA;Washington;14489;1448902;34489
2017;4;12;2;6;2017-12-02;20304;N800SK;4711;11433;1143302;31295;Detroit, MI;Michigan;14730;1473003;33044
2017;4;12;2;6;2017-12-02;20304;N885AS;4712;10397;1039705;30397;Atlanta, GA;Georgia;11308;1130802;31308
2017;4;12;2;6;2017-12-02;20304;N914EV;4713;11267;1126702;31267;Dayton, OH;Ohio;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N914EV;4715;13487;1348702;31650;Minneapolis, MN;Minnesota;12389;1238902;32389
2017;4;12;2;6;2017-12-02;20304;N430SW;4716;12389;1238902;32389;Williston, ND;North Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N685BR;4717;10397;1039705;30397;Atlanta, GA;Georgia;10990;1099003;30990
2017;4;12;2;6;2017-12-02;20304;N899SK;4723;12954;1295404;32575;Long Beach, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N899SK;4723;14869;1486903;34614;Salt Lake City, UT;Utah;12954;1295404;32575
2017;4;12;2;6;2017-12-02;20304;N253SY;4726;13264;1326403;33264;Medford, OR;Oregon;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N898SK;4728;13930;1393004;30977;Chicago, IL;Illinois;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N936SW;4729;14457;1445702;34457;Rapid City, SD;South Dakota;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N922EV;4730;11898;1189802;31898;Grand Forks, ND;North Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N922EV;4730;13487;1348702;31650;Minneapolis, MN;Minnesota;11898;1189802;31898
2017;4;12;2;6;2017-12-02;20304;N702BR;4733;11778;1177801;31778;Fort Smith, AR;Arkansas;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N242SY;4737;14747;1474703;30559;Seattle, WA;Washington;10713;1071302;30713
2017;4;12;2;6;2017-12-02;20304;N685BR;4740;10397;1039705;30397;Atlanta, GA;Georgia;11641;1164102;31641
2017;4;12;2;6;2017-12-02;20304;N685BR;4740;11641;1164102;31641;Fayetteville, NC;North Carolina;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N764SK;4741;14869;1486903;34614;Salt Lake City, UT;Utah;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N906SW;4744;14869;1486903;34614;Salt Lake City, UT;Utah;14457;1445702;34457
2017;4;12;2;6;2017-12-02;20304;N243SY;4745;14747;1474703;30559;Seattle, WA;Washington;14893;1489302;33192
2017;4;12;2;6;2017-12-02;20304;N243SY;4745;14893;1489302;33192;Sacramento, CA;California;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N496CA;4747;13487;1348702;31650;Minneapolis, MN;Minnesota;11721;1172103;31721
2017;4;12;2;6;2017-12-02;20304;N611SK;4748;13486;1348602;33486;Missoula, MT;Montana;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N506CA;4750;11433;1143302;31295;Detroit, MI;Michigan;15096;1509602;35096
2017;4;12;2;6;2017-12-02;20304;N805SK;4752;13487;1348702;31650;Minneapolis, MN;Minnesota;13433;1343302;33304
2017;4;12;2;6;2017-12-02;20304;N457SW;4756;11433;1143302;31295;Detroit, MI;Michigan;14696;1469606;34696
2017;4;12;2;6;2017-12-02;20304;N783CA;4759;10397;1039705;30397;Atlanta, GA;Georgia;13277;1327702;33277
2017;4;12;2;6;2017-12-02;20304;N659BR;4760;11433;1143302;31295;Detroit, MI;Michigan;15380;1538003;35380
2017;4;12;2;6;2017-12-02;20304;N659BR;4760;15380;1538003;35380;Traverse City, MI;Michigan;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N824SK;4761;13184;1318403;33184;Saginaw/Bay City/Midland, MI;Michigan;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N8932C;4762;14262;1426204;34262;Palm Springs, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N873AS;4763;14869;1486903;34614;Salt Lake City, UT;Utah;14262;1426204;34262
2017;4;12;2;6;2017-12-02;20304;N253SY;4764;14869;1486903;34614;Salt Lake City, UT;Utah;13264;1326403;33264
2017;4;12;2;6;2017-12-02;20304;N916EV;4765;13367;1336703;33367;Moline, IL;Illinois;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N260SY;4768;14771;1477102;32457;San Francisco, CA;California;12892;1289206;32575
2017;4;12;2;6;2017-12-02;20304;N767SK;4769;15376;1537602;30436;Tucson, AZ;Arizona;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N881AS;4771;10135;1013503;30135;Allentown/Bethlehem/Easton, PA;Pennsylvania;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N881AS;4771;11433;1143302;31295;Detroit, MI;Michigan;10135;1013503;30135
2017;4;12;2;6;2017-12-02;20304;N922EV;4774;14633;1463303;32547;Rochester, MN;Minnesota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N8884E;4775;11721;1172103;31721;Flint, MI;Michigan;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N453SW;4777;11308;1130802;31308;Dothan, AL;Alabama;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N675BR;4783;14869;1486903;34614;Salt Lake City, UT;Utah;12156;1215603;32156
2017;4;12;2;6;2017-12-02;20304;N900EV;4786;11433;1143302;31295;Detroit, MI;Michigan;10135;1013503;30135
2017;4;12;2;6;2017-12-02;20304;N675BR;4787;12003;1200303;31895;Great Falls, MT;Montana;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N443SW;4788;10397;1039705;30397;Atlanta, GA;Georgia;10431;1043103;30431
2017;4;12;2;6;2017-12-02;20304;N443SW;4788;10431;1043103;30431;Asheville, NC;North Carolina;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N8923A;4789;10397;1039705;30397;Atlanta, GA;Georgia;11308;1130802;31308
2017;4;12;2;6;2017-12-02;20304;N8923A;4789;11308;1130802;31308;Dothan, AL;Alabama;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N463SW;4790;11433;1143302;31295;Detroit, MI;Michigan;12945;1294503;32945
2017;4;12;2;6;2017-12-02;20304;N463SW;4790;12945;1294503;32945;Lexington, KY;Kentucky;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N442SW;4791;12264;1226402;30852;Washington, DC;Virginia;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N613SK;4792;12892;1289206;32575;Los Angeles, CA;California;15376;1537602;30436
2017;4;12;2;6;2017-12-02;20304;N445SW;4797;10397;1039705;30397;Atlanta, GA;Georgia;10781;1078103;30781
2017;4;12;2;6;2017-12-02;20304;N445SW;4797;10781;1078103;30781;Baton Rouge, LA;Louisiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N896SK;4803;11433;1143302;31295;Detroit, MI;Michigan;13230;1323002;32070
2017;4;12;2;6;2017-12-02;20304;N549CA;4805;13230;1323002;32070;Harrisburg, PA;Pennsylvania;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N430SW;4806;10627;1062702;30627;Bismarck/Mandan, ND;North Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N430SW;4806;13487;1348702;31650;Minneapolis, MN;Minnesota;10627;1062702;30627
2017;4;12;2;6;2017-12-02;20304;N498CA;4807;12156;1215603;32156;Helena, MT;Montana;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N498CA;4807;14869;1486903;34614;Salt Lake City, UT;Utah;12156;1215603;32156
2017;4;12;2;6;2017-12-02;20304;N259SY;4809;14057;1405702;34057;Portland, OR;Oregon;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N259SY;4809;14747;1474703;30559;Seattle, WA;Washington;14057;1405702;34057
2017;4;12;2;6;2017-12-02;20304;N810SK;4812;11433;1143302;31295;Detroit, MI;Michigan;10693;1069302;30693
2017;4;12;2;6;2017-12-02;20304;N254SY;4814;14771;1477102;32457;San Francisco, CA;California;12892;1289206;32575
2017;4;12;2;6;2017-12-02;20304;N246SY;4815;12889;1288903;32211;Las Vegas, NV;Nevada;12892;1289206;32575
2017;4;12;2;6;2017-12-02;20304;N246SY;4815;12892;1289206;32575;Los Angeles, CA;California;12889;1288903;32211
2017;4;12;2;6;2017-12-02;20304;N257SY;4818;10713;1071302;30713;Boise, ID;Idaho;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N810SK;4819;10693;1069302;30693;Nashville, TN;Tennessee;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N779CA;4822;12007;1200702;30894;Columbus, MS;Mississippi;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N889AS;4823;10135;1013503;30135;Allentown/Bethlehem/Easton, PA;Pennsylvania;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N692CA;4824;12264;1226402;30852;Washington, DC;Virginia;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N633SK;4827;13487;1348702;31650;Minneapolis, MN;Minnesota;13871;1387102;33316
2017;4;12;2;6;2017-12-02;20304;N633SK;4827;13871;1387102;33316;Omaha, NE;Nebraska;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N885AS;4828;10397;1039705;30397;Atlanta, GA;Georgia;12951;1295104;32951
2017;4;12;2;6;2017-12-02;20304;N885AS;4828;12951;1295104;32951;Lafayette, LA;Louisiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N920EV;4832;10397;1039705;30397;Atlanta, GA;Georgia;12007;1200702;30894
2017;4;12;2;6;2017-12-02;20304;N767SK;4839;15376;1537602;30436;Tucson, AZ;Arizona;12892;1289206;32575
2017;4;12;2;6;2017-12-02;20304;N460SW;4841;11433;1143302;31295;Detroit, MI;Michigan;11995;1199502;31995
2017;4;12;2;6;2017-12-02;20304;N868CA;4843;14262;1426204;34262;Palm Springs, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N868CA;4843;14869;1486903;34614;Salt Lake City, UT;Utah;14262;1426204;34262
2017;4;12;2;6;2017-12-02;20304;N445SW;4846;10397;1039705;30397;Atlanta, GA;Georgia;10431;1043103;30431
2017;4;12;2;6;2017-12-02;20304;N445SW;4846;10431;1043103;30431;Asheville, NC;North Carolina;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N921EV;4847;14696;1469606;34696;South Bend, IN;Indiana;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N821SK;4851;13487;1348702;31650;Minneapolis, MN;Minnesota;10693;1069302;30693
2017;4;12;2;6;2017-12-02;20304;N443SW;4852;13422;1342202;30562;Mobile, AL;Alabama;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N8923A;4853;10397;1039705;30397;Atlanta, GA;Georgia;13277;1327702;33277
2017;4;12;2;6;2017-12-02;20304;N602XJ;4857;11977;1197703;31977;Green Bay, WI;Wisconsin;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N602XJ;4857;13487;1348702;31650;Minneapolis, MN;Minnesota;11977;1197703;31977
2017;4;12;2;6;2017-12-02;20304;N781CA;4869;11433;1143302;31295;Detroit, MI;Michigan;10257;1025702;30257
2017;4;12;2;6;2017-12-02;20304;N461SW;4870;11638;1163805;31638;Fresno, CA;California;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N461SW;4870;14869;1486903;34614;Salt Lake City, UT;Utah;11638;1163805;31638
2017;4;12;2;6;2017-12-02;20304;N783CA;4874;10397;1039705;30397;Atlanta, GA;Georgia;14814;1481402;30476
2017;4;12;2;6;2017-12-02;20304;N783CA;4874;14814;1481402;30476;Shreveport, LA;Louisiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N246SY;4875;12892;1289206;32575;Los Angeles, CA;California;12889;1288903;32211
2017;4;12;2;6;2017-12-02;20304;N162PQ;4891;13487;1348702;31650;Minneapolis, MN;Minnesota;14730;1473003;33044
2017;4;12;2;6;2017-12-02;20304;N8965E;4894;13486;1348602;33486;Missoula, MT;Montana;14869;1486903;34614
2017;4;12;2;6;2017-12-02;20304;N8965E;4894;14869;1486903;34614;Salt Lake City, UT;Utah;13486;1348602;33486
2017;4;12;2;6;2017-12-02;20304;N773SK;4896;13433;1343302;33304;Minot, ND;North Dakota;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N250SY;4897;12889;1288903;32211;Las Vegas, NV;Nevada;14908;1490803;32575
2017;4;12;2;6;2017-12-02;20304;N250SY;4897;14908;1490803;32575;Santa Ana, CA;California;12889;1288903;32211
2017;4;12;2;6;2017-12-02;20304;N773SK;4899;13232;1323202;30977;Chicago, IL;Illinois;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N773SK;4899;13487;1348702;31650;Minneapolis, MN;Minnesota;13232;1323202;30977
2017;4;12;2;6;2017-12-02;20304;N607SK;4900;14730;1473003;33044;Louisville, KY;Kentucky;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N609SK;4901;13487;1348702;31650;Minneapolis, MN;Minnesota;11042;1104203;30647
2017;4;12;2;6;2017-12-02;20304;N254SY;4902;12892;1289206;32575;Los Angeles, CA;California;14771;1477102;32457
2017;4;12;2;6;2017-12-02;20304;N702BR;4904;10397;1039705;30397;Atlanta, GA;Georgia;10980;1098002;30980
2017;4;12;2;6;2017-12-02;20304;N702BR;4904;10980;1098002;30980;Chattanooga, TN;Tennessee;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N897SK;4908;11042;1104203;30647;Cleveland, OH;Ohio;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N259SY;4910;14747;1474703;30559;Seattle, WA;Washington;13342;1334205;33342
2017;4;12;2;6;2017-12-02;20304;N774SK;4911;11042;1104203;30647;Cleveland, OH;Ohio;13487;1348702;31650
2017;4;12;2;6;2017-12-02;20304;N242SY;4916;10713;1071302;30713;Boise, ID;Idaho;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N240SY;4917;13342;1334205;33342;Milwaukee, WI;Wisconsin;14747;1474703;30559
2017;4;12;2;6;2017-12-02;20304;N254SY;4918;12892;1289206;32575;Los Angeles, CA;California;14771;1477102;32457
2017;4;12;2;6;2017-12-02;20304;N885AS;4919;14814;1481402;30476;Shreveport, LA;Louisiana;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N606SK;4921;13851;1385103;33851;Oklahoma City, OK;Oklahoma;11433;1143302;31295
2017;4;12;2;6;2017-12-02;20304;N779CA;4923;10397;1039705;30397;Atlanta, GA;Georgia;11146;1114604;31146
2017;4;12;2;6;2017-12-02;20304;N779CA;4923;11146;1114604;31146;Charleston/Dunbar, WV;West Virginia;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N779CA;4924;10397;1039705;30397;Atlanta, GA;Georgia;14814;1481402;30476
2017;4;12;2;6;2017-12-02;20304;N455SW;4925;10397;1039705;30397;Atlanta, GA;Georgia;10431;1043103;30431
2017;4;12;2;6;2017-12-02;20304;N455SW;4925;10431;1043103;30431;Asheville, NC;North Carolina;10397;1039705;30397
2017;4;12;2;6;2017-12-02;20304;N437SW;4929;11433;1143302;31295;Detroit, MI;Michigan;11995;1199502;31995
2017;4;12;2;6;2017-12-02;20304;N241SY;4930;12889;1288903;32211;Las Vegas, NV;Nevada;14908;1490803;32575
2017;4;12;2;6;2017-12-02;20304;N631SK;4934;10713;1071302;30713;Boise, ID;Idaho;14869;1486903;34614
