Year;Quarter;Month;DayofMonth;DayOfWeek;FlightDate;AirlineID;TailNum;FlightNum;OriginAirportID;OriginAirportSeqID;OriginCityMarketID;OriginCityName;OriginStateName;DestAirportID;DestAirportSeqID;DestCityMarketID
2017;4;12;1;5;2017-12-01;20304;N156SY;5523;13487;1348702;31650;Minneapolis, MN;Minnesota;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N148SY;5523;14771;1477102;32457;San Francisco, CA;California;10157;1015704;30157
2017;4;12;1;5;2017-12-01;20304;N910SW;5524;13930;1393004;30977;Chicago, IL;Illinois;11003;1100303;31003
2017;4;12;1;5;2017-12-01;20304;N789SK;5525;12266;1226603;31453;Houston, TX;Texas;11996;1199603;31871
2017;4;12;1;5;2017-12-01;20304;N136SY;5526;11292;1129202;30325;Denver, CO;Colorado;14893;1489302;33192
2017;4;12;1;5;2017-12-01;20304;N145SY;5527;11292;1129202;30325;Denver, CO;Colorado;14252;1425202;34252
2017;4;12;1;5;2017-12-01;20304;N956SW;5528;14771;1477102;32457;San Francisco, CA;California;14489;1448902;34489
2017;4;12;1;5;2017-12-01;20304;N969SW;5529;11292;1129202;30325;Denver, CO;Colorado;14698;1469802;34236
2017;4;12;1;5;2017-12-01;20304;N154SY;5531;15376;1537602;30436;Tucson, AZ;Arizona;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N910SW;5532;11109;1110902;30189;Colorado Springs, CO;Colorado;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N125SY;5534;11298;1129804;30194;Dallas/Fort Worth, TX;Texas;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N794SK;5537;14869;1486903;34614;Salt Lake City, UT;Utah;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N108SY;5538;15376;1537602;30436;Tucson, AZ;Arizona;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N140SY;5539;14771;1477102;32457;San Francisco, CA;California;14869;1486903;34614
2017;4;12;1;5;2017-12-01;20304;N782SK;5540;14730;1473003;33044;Louisville, KY;Kentucky;12266;1226603;31453
2017;4;12;1;5;2017-12-01;20304;N208SY;5541;14771;1477102;32457;San Francisco, CA;California;14489;1448902;34489
2017;4;12;1;5;2017-12-01;20304;N915SW;5542;11292;1129202;30325;Denver, CO;Colorado;15919;1591902;31834
2017;4;12;1;5;2017-12-01;20304;N962SW;5543;10713;1071302;30713;Boise, ID;Idaho;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N213SY;5544;10529;1052904;30529;Hartford, CT;Connecticut;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N797SK;5546;11996;1199603;31871;Greer, SC;South Carolina;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N903EV;5548;10140;1014003;30140;Albuquerque, NM;New Mexico;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N956SW;5549;14487;1448702;33792;Redding, CA;California;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N160SY;5549;14771;1477102;32457;San Francisco, CA;California;10157;1015704;30157
2017;4;12;1;5;2017-12-01;20304;N134SY;5550;15919;1591902;31834;Fayetteville, AR;Arkansas;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N148SY;5552;15016;1501604;31123;St. Louis, MO;Missouri;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N110SY;5554;10792;1079204;30792;Buffalo, NY;New York;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N973SW;5557;14689;1468902;34689;Santa Barbara, CA;California;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N960SW;5558;14814;1481402;30476;Shreveport, LA;Louisiana;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N105SY;5559;11433;1143302;31295;Detroit, MI;Michigan;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N929SW;5560;11292;1129202;30325;Denver, CO;Colorado;14262;1426204;34262
2017;4;12;1;5;2017-12-01;20304;N980SW;5561;11292;1129202;30325;Denver, CO;Colorado;11637;1163703;31637
2017;4;12;1;5;2017-12-01;20304;N156SY;5562;13487;1348702;31650;Minneapolis, MN;Minnesota;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N869AS;5563;13930;1393004;30977;Chicago, IL;Illinois;15919;1591902;31834
2017;4;12;1;5;2017-12-01;20304;N593ML;5565;11292;1129202;30325;Denver, CO;Colorado;11638;1163805;31638
2017;4;12;1;5;2017-12-01;20304;N125SY;5566;14771;1477102;32457;San Francisco, CA;California;10713;1071302;30713
2017;4;12;1;5;2017-12-01;20304;N109SY;5567;13930;1393004;30977;Chicago, IL;Illinois;15016;1501604;31123
2017;4;12;1;5;2017-12-01;20304;N105SY;5568;15096;1509602;35096;Syracuse, NY;New York;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N118SY;5570;10257;1025702;30257;Albany, NY;New York;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N796SK;5571;10372;1037203;30372;Aspen, CO;Colorado;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N969SW;5572;13433;1343302;33304;Minot, ND;North Dakota;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N151SY;5573;14771;1477102;32457;San Francisco, CA;California;11298;1129804;30194
2017;4;12;1;5;2017-12-01;20304;N952SW;5574;13930;1393004;30977;Chicago, IL;Illinois;14696;1469606;34696
2017;4;12;1;5;2017-12-01;20304;N925SW;5575;11292;1129202;30325;Denver, CO;Colorado;13433;1343302;33304
2017;4;12;1;5;2017-12-01;20304;N932SW;5576;14771;1477102;32457;San Francisco, CA;California;14487;1448702;33792
2017;4;12;1;5;2017-12-01;20304;N796SK;5577;11292;1129202;30325;Denver, CO;Colorado;11413;1141304;30285
2017;4;12;1;5;2017-12-01;20304;N790SK;5578;11292;1129202;30325;Denver, CO;Colorado;14831;1483104;32457
2017;4;12;1;5;2017-12-01;20304;N788SK;5579;14771;1477102;32457;San Francisco, CA;California;14689;1468902;34689
2017;4;12;1;5;2017-12-01;20304;N952SW;5580;14696;1469606;34696;South Bend, IN;Indiana;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N136SY;5581;11775;1177502;31775;Sioux Falls, SD;South Dakota;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N918SW;5582;11292;1129202;30325;Denver, CO;Colorado;11109;1110902;30189
2017;4;12;1;5;2017-12-01;20304;N121SY;5583;12892;1289206;32575;Los Angeles, CA;California;14893;1489302;33192
2017;4;12;1;5;2017-12-01;20304;N207SY;5585;14771;1477102;32457;San Francisco, CA;California;13851;1385103;33851
2017;4;12;1;5;2017-12-01;20304;N779SK;5586;11996;1199603;31871;Greer, SC;South Carolina;12266;1226603;31453
2017;4;12;1;5;2017-12-01;20304;N107SY;5587;13930;1393004;30977;Chicago, IL;Illinois;11193;1119302;33105
2017;4;12;1;5;2017-12-01;20304;N912SW;5588;12339;1233904;32337;Indianapolis, IN;Indiana;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N912SW;5589;13930;1393004;30977;Chicago, IL;Illinois;12339;1233904;32337
2017;4;12;1;5;2017-12-01;20304;N130SY;5590;13930;1393004;30977;Chicago, IL;Illinois;11278;1127803;30852
2017;4;12;1;5;2017-12-01;20304;N143SY;5591;14252;1425202;34252;Pasco/Kennewick/Richland, WA;Washington;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N937SW;5592;13930;1393004;30977;Chicago, IL;Illinois;14711;1471103;34711
2017;4;12;1;5;2017-12-01;20304;N796SK;5599;11298;1129804;30194;Dallas/Fort Worth, TX;Texas;12266;1226603;31453
2017;4;12;1;5;2017-12-01;20304;N969SW;5601;11292;1129202;30325;Denver, CO;Colorado;11423;1142304;31423
2017;4;12;1;5;2017-12-01;20304;N909SW;5604;14711;1471103;34711;State College, PA;Pennsylvania;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N103SY;5605;11292;1129202;30325;Denver, CO;Colorado;13342;1334205;33342
2017;4;12;1;5;2017-12-01;20304;N905EV;5607;11292;1129202;30325;Denver, CO;Colorado;11540;1154003;30615
2017;4;12;1;5;2017-12-01;20304;N122SY;5608;12892;1289206;32575;Los Angeles, CA;California;14747;1474703;30559
2017;4;12;1;5;2017-12-01;20304;N116SY;5610;13930;1393004;30977;Chicago, IL;Illinois;11193;1119302;33105
2017;4;12;1;5;2017-12-01;20304;N122SY;5612;14683;1468303;33214;San Antonio, TX;Texas;12892;1289206;32575
2017;4;12;1;5;2017-12-01;20304;N943SW;5613;14771;1477102;32457;San Francisco, CA;California;10561;1056103;30561
2017;4;12;1;5;2017-12-01;20304;N125SY;5614;12892;1289206;32575;Los Angeles, CA;California;11298;1129804;30194
2017;4;12;1;5;2017-12-01;20304;N920SW;5615;11267;1126702;31267;Dayton, OH;Ohio;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N679SA;5616;10800;1080003;32575;Burbank, CA;California;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N792SK;5618;12266;1226603;31453;Houston, TX;Texas;13487;1348702;31650
2017;4;12;1;5;2017-12-01;20304;N790SK;5620;11413;1141304;30285;Durango, CO;Colorado;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N150SY;5621;10599;1059904;30599;Birmingham, AL;Alabama;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N792SK;5622;12266;1226603;31453;Houston, TX;Texas;10140;1014003;30140
2017;4;12;1;5;2017-12-01;20304;N167SY;5625;10693;1069302;30693;Nashville, TN;Tennessee;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N913SW;5626;12278;1227803;30928;Wichita, KS;Kansas;13930;1393004;30977
2017;4;12;1;5;2017-12-01;20304;N919SW;5627;10620;1062002;30620;Billings, MT;Montana;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N932EV;5629;11423;1142304;31423;Des Moines, IA;Iowa;11292;1129202;30325
2017;4;12;1;5;2017-12-01;20304;N792SK;5630;12266;1226603;31453;Houston, TX;Texas;13851;1385103;33851
2017;4;12;1;5;2017-12-01;20304;N701BR;5631;10561;1056103;30561;Bakersfield, CA;California;14771;1477102;32457
2017;4;12;1;5;2017-12-01;20304;N784SK;5633;12266;1226603;31453;Houston, TX;Texas;14869;1486903;34614
2017;4;12;1;5;2017-12-01;20304;N792SK;5634;13487;1348702;31650;Minneapolis, MN;Minnesota;12266;1226603;31453
2017;4;12;1;5;2017-12-01;20304;N970SW;5635;12892;1289206;32575;Los Angeles, CA;California;14893;1489302;33192
2017;4;12;1;5;2017-12-01;20304;N952SW;5636;13930;1393004;30977;Chicago, IL;Illinois;15380;1538003;35380
